qseqid	qlen	sacc	slen	evalue	pident	length	qcovhsp	sp
GZ8_102	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ8_103	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ8_104	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ8_106	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ8_107	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ8_108	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ8_109	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ8_110	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ8_131	98	KY176584	642	8.11E-41	98.98	98	100	Prionace_glauca
GZ8_132	98	KY176584	642	8.11E-41	98.98	98	100	Prionace_glauca
GZ8_133	98	KY176584	642	8.11E-41	98.98	98	100	Prionace_glauca
GZ8_134	98	KY176584	642	8.11E-41	98.98	98	100	Prionace_glauca
GZ8_135	98	KY176584	642	8.11E-41	98.98	98	100	Prionace_glauca
GZ8_136	98	KY176584	642	8.11E-41	98.98	98	100	Prionace_glauca
GZ8_137	98	KY176584	642	8.11E-41	98.98	98	100	Prionace_glauca
GZ8_138	98	KY176584	642	8.11E-41	98.98	98	100	Prionace_glauca
GZ8_139	98	KY176584	642	8.11E-41	98.98	98	100	Prionace_glauca
GZ8_140	98	KY176584	642	8.11E-41	98.98	98	100	Prionace_glauca
GZ8_161	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ8_162	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ8_163	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ8_164	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ8_165	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ8_166	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ8_167	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ8_168	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ8_169	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ8_170	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ9_001	98	KY176584	642	1.74E-42	100	98	100	Prionace_glauca
GZ9_031	109	KY176584	642	1.56E-48	100	109	100	Prionace_glauca
GZ9_032	109	KY176584	642	1.56E-48	100	109	100	Prionace_glauca
GZ9_033	109	KY176584	642	1.56E-48	100	109	100	Prionace_glauca
GZ9_071	98	KY176584	642	1.74E-42	100	98	100	Prionace_glauca
GZ9_121	99	KY176584	642	4.92E-43	100	99	100	Prionace_glauca
GZ9_128	104	KY176584	642	8.78E-46	100	104	100	Prionace_glauca
GZ9_131	105	KY176584	642	1.15E-44	100	102	97	Prionace_glauca
GZ9_132	97	KY176584	642	6.17E-42	100	97	100	Prionace_glauca
GZ9_133	105	KY176584	642	4.14E-44	99.048	105	100	Prionace_glauca
GZ9_135	99	KY176584	642	4.92E-43	100	99	100	Prionace_glauca
GZ9_136	93	KY176584	642	9.70E-40	100	93	100	Prionace_glauca
GZ9_137	105	KY176584	642	1.93E-42	98.095	105	100	Prionace_glauca
GZ9_139	102	KY176584	642	1.10E-44	100	102	100	Prionace_glauca
GZ9_143	97	KY176584	642	6.17E-42	100	97	100	Prionace_glauca
GZ9_144	97	KY176584	642	6.17E-42	100	97	100	Prionace_glauca
GZ9_149	97	KY176584	642	6.17E-42	100	97	100	Prionace_glauca
GZ9_150	98	KY176584	642	1.74E-42	100	98	100	Prionace_glauca
GZ9_166	107	KY176584	642	1.97E-47	100	107	100	Prionace_glauca
GZ9_181	98	KY176584	642	1.74E-42	100	98	100	Prionace_glauca
GZ9_182	104	KY176584	642	8.78E-46	100	104	100	Prionace_glauca
GZ9_183	102	KY176584	642	1.10E-44	100	102	100	Prionace_glauca
GZ9_190	97	KY176584	642	6.17E-42	100	97	100	Prionace_glauca
GZ9_191	98	KY176584	642	1.74E-42	100	98	100	Prionace_glauca
GZ9_192	98	KY176584	642	1.74E-42	100	98	100	Prionace_glauca
GZ9_197	98	KY176584	642	1.74E-42	100	98	100	Prionace_glauca
GZ9_198	98	KY176584	642	1.74E-42	100	98	100	Prionace_glauca
GZ9_199	98	KY176584	642	1.74E-42	100	98	100	Prionace_glauca
GZ10_127	82	KY400580	645	1.06E-33	100	82	100	Rhizoprionodon_acutus
GZ8_192	141	KY400580	645	1.67E-64	100	138	98	Rhizoprionodon_acutus
GZ8_200	118	KY400580	645	2.24E-52	100	116	98	Rhizoprionodon_acutus
GZ9_155	109	KY400580	645	1.56E-48	100	109	100	Rhizoprionodon_acutus
GZ9_160	112	KY402420	522	7.55E-47	98.214	112	100	Rhizoprionodon_porosus
GZ7_030	116	KY570345	669	1.02E-50	99.138	116	100	Mustelus_henlei
GZ11_079	123	KY909428	610	1.42E-54	99.194	124	100	Isurus_oxyrinchus
GZ9_113	109	KY909428	610	1.56E-48	100	109	100	Isurus_oxyrinchus
GZ11_074	122	KY909439	610	6.52E-53	98.387	124	100	Mustelus_asterias
GZ6_066	109	KY909444	610	7.26E-47	99.083	109	100	Mustelus_mustelus
GZ6_067	112	KY909444	610	2.10E-47	98.214	112	100	Mustelus_mustelus
GZ7_032	82	KY909450	610	1.06E-33	100	82	100	Mustelus_mustelus
GZ7_121	81	KY909450	610	3.72E-33	100	81	100	Mustelus_mustelus
GZ7_123	82	KY909450	610	1.06E-33	100	82	100	Mustelus_mustelus
GZ6_073	75	KY909456	610	7.10E-30	100	75	100	Mustelus_punctulatus
GZ6_102	109	KY909456	610	1.56E-48	100	109	100	Mustelus_punctulatus
GZ6_103	75	KY909456	610	7.10E-30	100	75	100	Mustelus_punctulatus
GZ6_104	74	KY909456	610	2.49E-29	100	74	100	Mustelus_punctulatus
GZ6_110	75	KY909456	610	7.10E-30	100	75	100	Mustelus_punctulatus
GZ6_112	109	KY909456	610	1.56E-48	100	109	100	Mustelus_punctulatus
GZ6_123	110	KY909456	610	4.40E-49	100	110	100	Mustelus_punctulatus
GZ6_124	112	KY909456	610	3.49E-50	100	112	100	Mustelus_punctulatus
GZ6_125	75	KY909456	610	7.10E-30	100	75	100	Mustelus_punctulatus
GZ7_124	82	KY909456	610	1.06E-33	100	82	100	Mustelus_punctulatus
GZ7_125	82	KY909456	610	1.06E-33	100	82	100	Mustelus_punctulatus
GZ7_126	82	KY909456	610	1.06E-33	100	82	100	Mustelus_punctulatus
GZ7_127	82	KY909456	610	1.06E-33	100	82	100	Mustelus_punctulatus
GZ7_128	82	KY909456	610	1.06E-33	100	82	100	Mustelus_punctulatus
GZ7_129	82	KY909456	610	1.06E-33	100	82	100	Mustelus_punctulatus
GZ7_130	82	KY909456	610	1.06E-33	100	82	100	Mustelus_punctulatus
GZ9_154	105	KY909456	610	8.97E-41	96.33	109	100	Mustelus_punctulatus
GZ10_013	83	KY909470	610	2.94E-34	100	83	100	Prionace_glauca
GZ10_027	84	KY909470	610	8.32E-35	100	84	100	Prionace_glauca
GZ10_028	84	KY909470	610	8.32E-35	100	84	100	Prionace_glauca
GZ10_045	84	KY909470	610	8.32E-35	100	84	100	Prionace_glauca
GZ10_048	83	KY909470	610	2.94E-34	100	83	100	Prionace_glauca
GZ10_053	83	KY909470	610	2.94E-34	100	83	100	Prionace_glauca
GZ10_055	84	KY909470	610	8.32E-35	100	84	100	Prionace_glauca
GZ10_059	82	KY909470	610	1.06E-33	100	82	100	Prionace_glauca
GZ10_060	83	KY909470	610	2.94E-34	100	83	100	Prionace_glauca
GZ10_061	82	KY909470	610	1.06E-33	100	82	100	Prionace_glauca
GZ10_062	82	KY909470	610	1.06E-33	100	82	100	Prionace_glauca
GZ10_063	82	KY909470	610	1.06E-33	100	82	100	Prionace_glauca
GZ10_064	82	KY909470	610	1.06E-33	100	82	100	Prionace_glauca
GZ10_065	82	KY909470	610	1.06E-33	100	82	100	Prionace_glauca
GZ10_066	82	KY909470	610	1.06E-33	100	82	100	Prionace_glauca
GZ10_067	82	KY909470	610	1.06E-33	100	82	100	Prionace_glauca
GZ10_068	82	KY909470	610	1.06E-33	100	82	100	Prionace_glauca
GZ10_069	82	KY909470	610	1.06E-33	100	82	100	Prionace_glauca
GZ10_070	82	KY909470	610	1.06E-33	100	82	100	Prionace_glauca
GZ10_071	82	KY909470	610	1.06E-33	100	82	100	Prionace_glauca
GZ10_072	82	KY909470	610	1.06E-33	100	82	100	Prionace_glauca
GZ10_076	82	KY909470	610	1.06E-33	100	82	100	Prionace_glauca
GZ10_080	82	KY909470	610	1.06E-33	100	82	100	Prionace_glauca
GZ10_082	62	KY909470	610	1.09E-21	98.387	62	100	Prionace_glauca
GZ10_121	82	KY909470	610	1.06E-33	100	82	100	Prionace_glauca
GZ10_122	82	KY909470	610	1.06E-33	100	82	100	Prionace_glauca
GZ10_123	82	KY909470	610	1.77E-31	97.561	82	100	Prionace_glauca
GZ10_128	83	KY909470	610	2.94E-34	100	83	100	Prionace_glauca
GZ10_129	82	KY909470	610	1.06E-33	100	82	100	Prionace_glauca
GZ10_133	83	KY909470	610	2.94E-34	100	83	100	Prionace_glauca
GZ10_137	83	KY909470	610	2.94E-34	100	83	100	Prionace_glauca
GZ10_142	82	KY909470	610	1.06E-33	100	82	100	Prionace_glauca
GZ10_146	82	KY909470	610	1.06E-33	100	82	100	Prionace_glauca
GZ10_147	82	KY909470	610	1.06E-33	100	82	100	Prionace_glauca
GZ10_148	82	KY909470	610	1.06E-33	100	82	100	Prionace_glauca
GZ10_149	82	KY909470	610	1.06E-33	100	82	100	Prionace_glauca
GZ10_150	84	KY909470	610	3.87E-33	98.795	83	99	Prionace_glauca
GZ10_154	83	KY909470	610	2.94E-34	100	83	100	Prionace_glauca
GZ10_158	83	KY909470	610	2.94E-34	100	83	100	Prionace_glauca
GZ10_183	82	KY909470	610	1.06E-33	100	82	100	Prionace_glauca
GZ10_184	83	KY909470	610	2.94E-34	100	83	100	Prionace_glauca
GZ10_186	82	KY909470	610	1.06E-33	100	82	100	Prionace_glauca
GZ10_188	82	KY909470	610	1.06E-33	100	82	100	Prionace_glauca
GZ11_116	80	KY909470	610	1.31E-32	100	80	100	Prionace_glauca
GZ4_001	81	KY909470	610	3.72E-33	100	81	100	Prionace_glauca
GZ4_009	82	KY909470	610	1.06E-33	100	82	100	Prionace_glauca
GZ4_010	82	KY909470	610	1.06E-33	100	82	100	Prionace_glauca
GZ8_011	84	KY909470	610	8.32E-35	100	84	100	Prionace_glauca
GZ8_012	84	KY909470	610	8.32E-35	100	84	100	Prionace_glauca
GZ8_013	84	KY909470	610	8.32E-35	100	84	100	Prionace_glauca
GZ8_014	84	KY909470	610	8.32E-35	100	84	100	Prionace_glauca
GZ8_015	84	KY909470	610	8.32E-35	100	84	100	Prionace_glauca
GZ8_016	84	KY909470	610	8.32E-35	100	84	100	Prionace_glauca
GZ8_017	84	KY909470	610	8.32E-35	100	84	100	Prionace_glauca
GZ8_018	84	KY909470	610	8.32E-35	100	84	100	Prionace_glauca
GZ8_019	84	KY909470	610	8.32E-35	100	84	100	Prionace_glauca
GZ8_020	84	KY909470	610	8.32E-35	100	84	100	Prionace_glauca
GZ8_032	80	KY909470	610	1.31E-32	100	80	100	Prionace_glauca
GZ8_034	64	KY909470	610	6.93E-24	100	64	100	Prionace_glauca
GZ8_122	82	KY909470	610	1.06E-33	100	82	100	Prionace_glauca
GZ8_123	82	KY909470	610	1.06E-33	100	82	100	Prionace_glauca
GZ8_124	82	KY909470	610	1.06E-33	100	82	100	Prionace_glauca
GZ8_125	82	KY909470	610	1.06E-33	100	82	100	Prionace_glauca
GZ8_126	82	KY909470	610	1.06E-33	100	82	100	Prionace_glauca
GZ8_127	82	KY909470	610	1.06E-33	100	82	100	Prionace_glauca
GZ8_128	82	KY909470	610	1.06E-33	100	82	100	Prionace_glauca
GZ8_129	82	KY909470	610	1.06E-33	100	82	100	Prionace_glauca
GZ8_130	82	KY909470	610	1.06E-33	100	82	100	Prionace_glauca
GZ8_141	83	KY909470	610	2.94E-34	100	83	100	Prionace_glauca
GZ8_142	83	KY909470	610	2.94E-34	100	83	100	Prionace_glauca
GZ8_143	83	KY909470	610	2.94E-34	100	83	100	Prionace_glauca
GZ8_144	83	KY909470	610	2.94E-34	100	83	100	Prionace_glauca
GZ8_145	83	KY909470	610	2.94E-34	100	83	100	Prionace_glauca
GZ8_146	83	KY909470	610	2.94E-34	100	83	100	Prionace_glauca
GZ8_147	83	KY909470	610	2.94E-34	100	83	100	Prionace_glauca
GZ8_148	83	KY909470	610	2.94E-34	100	83	100	Prionace_glauca
GZ8_149	83	KY909470	610	2.94E-34	100	83	100	Prionace_glauca
GZ8_150	83	KY909470	610	2.94E-34	100	83	100	Prionace_glauca
GZ9_005	75	KY909470	610	5.52E-26	97.333	75	100	Prionace_glauca
GZ5_021	104	MF135191	654	8.78E-46	100	104	100	Carcharhinus_sorrah
GZ5_033	103	MF135191	654	3.12E-45	100	103	100	Carcharhinus_sorrah
GZ5_034	103	MF135191	654	3.12E-45	100	103	100	Carcharhinus_sorrah
GZ5_042	103	MF135191	654	3.12E-45	100	103	100	Carcharhinus_sorrah
GZ5_043	103	MF135191	654	3.12E-45	100	103	100	Carcharhinus_sorrah
GZ5_050	104	MF135191	654	8.78E-46	100	104	100	Carcharhinus_sorrah
GZ5_051	102	MF135191	654	1.10E-44	100	102	100	Carcharhinus_sorrah
GZ5_055	101	MF135191	654	3.92E-44	100	101	100	Carcharhinus_sorrah
GZ5_101	104	MF135191	654	8.78E-46	100	104	100	Carcharhinus_sorrah
GZ5_108	104	MF135191	654	8.78E-46	100	104	100	Carcharhinus_sorrah
GZ5_110	102	MF135191	654	1.10E-44	100	102	100	Carcharhinus_sorrah
GZ5_114	80	MF135191	654	1.31E-32	100	80	100	Carcharhinus_sorrah
GZ5_119	79	MF135191	654	4.63E-32	100	79	100	Carcharhinus_sorrah
GZ5_169	103	MF135191	654	3.12E-45	100	103	100	Carcharhinus_sorrah
GZ7_051	116	MF135191	654	2.19E-52	100	116	100	Carcharhinus_sorrah
GZ10_139	82	MF153996	658	1.37E-32	98.78	82	100	Carcharhinus_sorrah
GZ5_003	82	MF154005	655	2.29E-30	97.561	82	100	Rhizoprionodon_acutus
GZ9_151	97	MF154005	655	1.34E-38	97.938	97	100	Rhizoprionodon_acutus
GZ9_157	101	MF154005	655	8.48E-41	98.02	101	100	Rhizoprionodon_acutus
GZ9_167	101	MF154005	655	8.48E-41	98.02	101	100	Rhizoprionodon_acutus
GZ2_101	119	MF686581	515	3.01E-31	100	78	66	Carcharhinus_porosus
GZ6_101	119	MF686581	515	3.01E-31	100	78	66	Carcharhinus_porosus
GZ6_041	112	MF686583	515	1.67E-28	100	73	65	Sphyrna_lewini
GZ1_021	71	MF686584	515	3.88E-27	100	70	99	Galeocerdo_cuvier
GZ2_019	71	MF686584	515	3.88E-27	100	70	99	Galeocerdo_cuvier
GZ2_061	71	MF686584	515	3.88E-27	100	70	99	Galeocerdo_cuvier
GZ2_065	71	MF686584	515	3.88E-27	100	70	99	Galeocerdo_cuvier
GZ2_082	71	MF686584	515	3.88E-27	100	70	99	Galeocerdo_cuvier
GZ2_083	71	MF686584	515	3.88E-27	100	70	99	Galeocerdo_cuvier
GZ2_087	71	MF686584	515	3.88E-27	100	70	99	Galeocerdo_cuvier
GZ2_089	71	MF686584	515	3.88E-27	100	70	99	Galeocerdo_cuvier
GZ2_094	71	MF686584	515	3.88E-27	100	70	99	Galeocerdo_cuvier
GZ2_095	71	MF686584	515	3.88E-27	100	70	99	Galeocerdo_cuvier
GZ2_100	71	MF686584	515	3.88E-27	100	70	99	Galeocerdo_cuvier
GZ5_022	145	MF686584	515	2.39E-18	100	55	38	Galeocerdo_cuvier
GZ7_070	108	MF686584	515	7.17E-47	100	106	98	Galeocerdo_cuvier
GZ11_171	122	MG214784	668	1.81E-53	99.18	122	99	Isurus_oxyrinchus
GZ11_176	94	MG214784	668	1.27E-38	98.947	95	100	Isurus_oxyrinchus
GZ6_138	113	MG214784	668	9.81E-51	100	113	100	Isurus_oxyrinchus
GZ7_005	82	MG214784	668	1.06E-33	100	82	100	Isurus_oxyrinchus
GZ7_013	75	MG214784	668	7.10E-30	100	75	100	Isurus_oxyrinchus
GZ7_018	83	MG214784	668	2.94E-34	100	83	100	Isurus_oxyrinchus
GZ7_019	82	MG214784	668	1.06E-33	100	82	100	Isurus_oxyrinchus
GZ7_101	160	MG214784	668	2.63E-33	100	82	51	Isurus_oxyrinchus
GZ7_102	60	MG214784	668	1.32E-20	98.333	60	100	Isurus_oxyrinchus
GZ7_103	82	MG214784	668	1.06E-33	100	82	100	Isurus_oxyrinchus
GZ7_105	83	MG214784	668	2.94E-34	100	83	100	Isurus_oxyrinchus
GZ7_107	60	MG214784	668	1.02E-21	100	60	100	Isurus_oxyrinchus
GZ7_108	81	MG214784	668	3.72E-33	100	81	100	Isurus_oxyrinchus
GZ7_111	82	MG214784	668	1.06E-33	100	82	100	Isurus_oxyrinchus
GZ7_112	82	MG214784	668	1.06E-33	100	82	100	Isurus_oxyrinchus
GZ7_114	93	MG214784	668	1.26E-33	100	82	88	Isurus_oxyrinchus
GZ7_117	63	MG214784	668	2.42E-23	100	63	100	Isurus_oxyrinchus
GZ7_149	81	MG214784	668	3.72E-33	100	81	100	Isurus_oxyrinchus
GZ9_101	85	MG214784	668	1.10E-33	100	82	96	Isurus_oxyrinchus
GZ9_102	109	MG214784	668	1.56E-48	100	109	100	Isurus_oxyrinchus
GZ9_104	109	MG214784	668	1.56E-48	100	109	100	Isurus_oxyrinchus
GZ9_105	112	MG214784	668	3.49E-50	100	112	100	Isurus_oxyrinchus
GZ9_106	87	MG214784	668	3.17E-34	98.851	87	100	Isurus_oxyrinchus
GZ9_107	91	MG214784	668	1.21E-38	100	91	100	Isurus_oxyrinchus
GZ9_109	109	MG214784	668	1.56E-48	100	109	100	Isurus_oxyrinchus
GZ9_110	109	MG214784	668	1.56E-48	100	109	100	Isurus_oxyrinchus
GZ9_114	109	MG214784	668	1.56E-48	100	109	100	Isurus_oxyrinchus
GZ9_115	109	MG214784	668	1.56E-48	100	109	100	Isurus_oxyrinchus
GZ9_116	109	MG214784	668	1.56E-48	100	109	100	Isurus_oxyrinchus
GZ9_117	109	MG214784	668	1.56E-48	100	109	100	Isurus_oxyrinchus
GZ9_118	109	MG214784	668	1.56E-48	100	109	100	Isurus_oxyrinchus
GZ9_119	109	MG214784	668	1.56E-48	100	109	100	Isurus_oxyrinchus
GZ9_120	60	MG214784	668	1.02E-21	100	60	100	Isurus_oxyrinchus
GZ7_081	109	MG220560	655	5.61E-48	100	108	99	Scoliodon_macrorhynchos
GZ7_082	109	MG220560	655	5.61E-48	100	108	99	Scoliodon_macrorhynchos
GZ7_083	109	MG220560	655	5.61E-48	100	108	99	Scoliodon_macrorhynchos
GZ7_084	109	MG220560	655	5.61E-48	100	108	99	Scoliodon_macrorhynchos
GZ7_085	109	MG220560	655	5.61E-48	100	108	99	Scoliodon_macrorhynchos
GZ7_086	109	MG220560	655	5.61E-48	100	108	99	Scoliodon_macrorhynchos
GZ7_087	109	MG220560	655	5.61E-48	100	108	99	Scoliodon_macrorhynchos
GZ7_088	116	MG220560	655	2.19E-52	100	116	100	Scoliodon_macrorhynchos
GZ7_089	109	MG220560	655	5.61E-48	100	108	99	Scoliodon_macrorhynchos
GZ7_091	109	MG220560	655	5.61E-48	100	108	99	Scoliodon_macrorhynchos
GZ7_093	109	MG220560	655	5.61E-48	100	108	99	Scoliodon_macrorhynchos
GZ7_094	109	MG220560	655	5.61E-48	100	108	99	Scoliodon_macrorhynchos
GZ7_096	109	MG220560	655	5.61E-48	100	108	99	Scoliodon_macrorhynchos
GZ7_098	116	MG220560	655	2.19E-52	100	116	100	Scoliodon_macrorhynchos
GZ7_099	109	MG220560	655	5.61E-48	100	108	99	Scoliodon_macrorhynchos
GZ7_100	109	MG220560	655	5.61E-48	100	108	99	Scoliodon_macrorhynchos
GZ1_144	94	FJ519232	633	2.74E-40	100	94	100	Negaprion_brevirostris
GZ1_145	94	FJ519232	633	2.74E-40	100	94	100	Negaprion_brevirostris
GZ10_155	82	FJ519632	652	1.37E-32	98.78	82	100	Prionace_glauca
GZ4_087	99	HQ171734	626	3.83E-39	97.98	99	100	Rhizoprionodon_acutus
GZ4_091	99	HQ171734	626	3.83E-39	97.98	99	100	Rhizoprionodon_acutus
GZ4_094	99	HQ171734	626	3.83E-39	97.98	99	100	Rhizoprionodon_acutus
GZ4_122	99	HQ171734	626	3.83E-39	97.98	99	100	Rhizoprionodon_acutus
GZ4_127	94	HQ171734	626	2.13E-36	97.872	94	100	Rhizoprionodon_acutus
GZ4_129	91	HQ171734	626	9.44E-35	97.802	91	100	Rhizoprionodon_acutus
GZ4_133	99	HQ171734	626	3.83E-39	97.98	99	100	Rhizoprionodon_acutus
GZ4_134	99	HQ171734	626	3.83E-39	97.98	99	100	Rhizoprionodon_acutus
GZ4_137	99	HQ171734	626	3.83E-39	97.98	99	100	Rhizoprionodon_acutus
GZ4_139	99	HQ171734	626	3.83E-39	97.98	99	100	Rhizoprionodon_acutus
GZ5_115	99	HQ171734	626	3.83E-39	97.98	99	100	Rhizoprionodon_acutus
GZ8_093	116	HQ171734	626	2.19E-52	100	116	100	Rhizoprionodon_acutus
GZ9_046	99	HQ171734	626	4.92E-43	100	99	100	Rhizoprionodon_acutus
GZ9_047	99	HQ171734	626	4.92E-43	100	99	100	Rhizoprionodon_acutus
GZ9_048	99	HQ171734	626	4.92E-43	100	99	100	Rhizoprionodon_acutus
GZ9_053	99	HQ171734	626	2.29E-41	98.99	99	100	Rhizoprionodon_acutus
GZ9_054	99	HQ171734	626	2.29E-41	98.99	99	100	Rhizoprionodon_acutus
GZ9_055	99	HQ171734	626	2.29E-41	98.99	99	100	Rhizoprionodon_acutus
GZ9_056	99	HQ171734	626	2.29E-41	98.99	99	100	Rhizoprionodon_acutus
GZ9_058	98	HQ171734	626	1.74E-42	100	98	100	Rhizoprionodon_acutus
GZ9_060	98	HQ171734	626	1.74E-42	100	98	100	Rhizoprionodon_acutus
GZ9_084	97	HQ171734	626	6.17E-42	100	97	100	Rhizoprionodon_acutus
GZ9_094	104	HQ171734	626	8.78E-46	100	104	100	Rhizoprionodon_acutus
GZ9_098	96	HQ171734	626	2.19E-41	100	96	100	Rhizoprionodon_acutus
GZ8_114	116	KF590264	654	2.19E-52	100	116	100	Rhizoprionodon_acutus
GZ1_061	65	EU399002	652	9.24E-23	98.462	65	100	Rhizoprionodon_taylori
GZ1_113	65	EU399002	652	9.24E-23	98.462	65	100	Rhizoprionodon_taylori
GZ1_114	65	EU399002	652	9.24E-23	98.462	65	100	Rhizoprionodon_taylori
GZ1_121	65	EU399002	652	9.24E-23	98.462	65	100	Rhizoprionodon_taylori
GZ1_135	65	EU399002	652	9.24E-23	98.462	65	100	Rhizoprionodon_taylori
GZ2_012	65	EU399002	652	9.24E-23	98.462	65	100	Rhizoprionodon_taylori
GZ2_013	65	EU399002	652	9.24E-23	98.462	65	100	Rhizoprionodon_taylori
GZ1_063	64	KF461226	655	3.23E-22	98.438	64	100	Rhizoprionodon_terraenovae
GZ2_018	62	KF461226	655	3.92E-21	98.387	62	100	Rhizoprionodon_terraenovae
GZ2_020	62	KF461226	655	3.92E-21	98.387	62	100	Rhizoprionodon_terraenovae
GZ2_195	105	KF461226	655	1.16E-39	96.19	105	100	Rhizoprionodon_terraenovae
GZ2_160	142	JQ693102	16693	1.02E-61	99.265	136	96	Scoliodon_macrorhynchos
GZ2_144	116	KF590254	654	2.19E-52	100	116	100	Sphyrna_lewini
GZ2_150	116	KF590254	654	2.19E-52	100	116	100	Sphyrna_lewini
GZ3_001	116	KF590254	654	2.19E-52	100	116	100	Sphyrna_lewini
GZ3_004	116	KF590254	654	2.19E-52	100	116	100	Sphyrna_lewini
GZ3_005	116	KF590254	654	2.19E-52	100	116	100	Sphyrna_lewini
GZ3_006	116	KF590254	654	2.19E-52	100	116	100	Sphyrna_lewini
GZ3_007	116	KF590254	654	2.19E-52	100	116	100	Sphyrna_lewini
GZ3_015	116	KF590254	654	2.19E-52	100	116	100	Sphyrna_lewini
GZ3_118	116	KF590254	654	2.19E-52	100	116	100	Sphyrna_lewini
GZ3_125	116	KF590254	654	2.19E-52	100	116	100	Sphyrna_lewini
GZ3_126	116	KF590254	654	2.19E-52	100	116	100	Sphyrna_lewini
GZ4_128	111	KF590254	654	1.24E-49	100	111	100	Sphyrna_lewini
GZ5_012	116	KF590254	654	2.19E-52	100	116	100	Sphyrna_lewini
GZ5_052	116	KF590254	654	2.19E-52	100	116	100	Sphyrna_lewini
GZ6_058	124	JN315444	520	1.92E-28	100	73	59	Sphyrna_zygaena
GZ6_121	109	JN315444	520	1.61E-28	100	73	67	Sphyrna_zygaena
